1.0	0.0001	9.0994336e-09
1.0	0.001	1.7419999999999993e-11
1.0	0.006	-2.4760000000022187e-13
1.0	0.01	2.4899999999943464e-13
1.0	0.02	-2.440999999999523e-11
1.65	0.0001	1.8553401212121214e-09
1.65	0.001	2.156729696969697e-09
1.65	0.006	7.863709090909094e-10
1.65	0.01	1.8342484848484613e-10
1.65	0.02	1.9145454545455247e-10
2.0	0.0001	1.5895584e-09
2.0	0.001	4.3122002244223946e-10
2.0	0.002	3.019809641831599e-10
2.0	0.006	4.5656304e-09
2.0	0.01	8.697451749779726e-09
2.0	0.02	8.99061567970365e-09
3.0	0.0001	7.332812e-10
3.0	0.001	1.0148314596474246e-09
3.0	0.006	2.2274697533333324e-08
3.0	0.01	3.137667656083187e-08
3.0	0.02	4.6300471928948655e-08
4.0	0.0001	7.594805000000001e-10
4.0	0.001	5.7091440000000004e-09
4.0	0.006	2.298988345e-08
4.0	0.01	1.1663202375e-07
4.0	0.02	3.3805155e-07
5.0	0.0001	2.7620744e-10
5.0	0.001	2.0186360000000003e-09
5.0	0.006	9.906122800000002e-10
5.0	0.01	6.31744186e-08
5.0	0.02	1.57424224e-07
6.0	0.0001	2.1866666666666676e-11
6.0	0.001	3.2658666666666677e-10
6.0	0.006	8.539795666666666e-09
6.0	0.01	4.174847233333333e-08
6.0	0.02	6.057971166666668e-08
7.0	0.0001	6.736e-12
7.0	0.001	1.8592000000000007e-10
7.0	0.006	2.570444571428571e-09
7.0	0.01	1.0974859999999997e-08
7.0	0.02	3.589277142857143e-08
